host_since,neighbourhood,city,accommodates,price
10/02/2015,Buttes-Montmartre,Paris,4,600
19/08/2019,Buttes-Chaumont,Paris,4,75
19/02/2020,Batignolles-Monceau,Paris,4,120
17/11/2019,Temple,Paris,4,89
13/09/2019,Gobelins,Paris,4,60
06/12/2018,Bourse,Paris,4,65
26/10/2020,Temple,Paris,16,13
26/10/2020,Temple,Paris,1,13
13/05/2017,Vaugirard,Paris,2,80
10/04/2015,Louvre,Paris,2,500
06/12/2018,Louvre,Paris,2,48
12/09/2013,Buttes-Montmartre,Paris,2,75
25/07/2014,Buttes-Chaumont,Paris,2,54
22/11/2010,Buttes-Chaumont,Paris,2,60
02/10/2019,Enclos-St-Laurent,Paris,2,80
26/04/2018,Menilmontant,Paris,2,80
03/06/2013,Buttes-Montmartre,Paris,2,90
11/06/2013,Opera,Paris,2,133
10/02/2015,Buttes-Montmartre,Paris,2,230
10/02/2015,Buttes-Montmartre,Paris,2,320
10/03/2015,Buttes-Chaumont,Paris,2,80
10/05/2017,Buttes-Chaumont,Paris,2,125
02/12/2014,Buttes-Chaumont,Paris,2,35
19/05/2013,Buttes-Montmartre,Paris,2,50
02/10/2019,Louvre,Paris,2,55
08/08/2016,Menilmontant,Paris,2,40
04/05/2014,Buttes-Montmartre,Paris,2,60
28/07/2014,Buttes-Montmartre,Paris,2,67
06/01/2020,Hotel-de-Ville,Paris,2,91
06/01/2020,Hotel-de-Ville,Paris,2,96
06/01/2020,Hotel-de-Ville,Paris,2,89
06/01/2020,Hotel-de-Ville,Paris,2,91
06/01/2020,Hotel-de-Ville,Paris,4,140
06/01/2020,Hotel-de-Ville,Paris,2,106
06/01/2020,Hotel-de-Ville,Paris,2,91
11/01/2020,Menilmontant,Paris,2,50
03/09/2014,Palais-Bourbon,Paris,2,110
11/03/2019,Vaugirard,Paris,2,80
28/03/2013,Pantheon,Paris,3,133
08/02/2015,Enclos-St-Laurent,Paris,2,90
27/06/2015,Popincourt,Paris,4,145
24/05/2016,Gobelins,Paris,2,43
01/12/2014,Temple,Paris,2,100
23/08/2015,Buttes-Chaumont,Paris,2,19
06/08/2013,Reuilly,Paris,2,70
11/02/2016,Bourse,Paris,4,140
02/06/2013,Popincourt,Paris,4,80
05/01/2018,Buttes-Montmartre,Paris,3,85
04/07/2013,Vaugirard,Paris,4,70
27/04/2010,Menilmontant,Paris,2,90
04/09/2014,Popincourt,Paris,2,90
08/06/2020,Enclos-St-Laurent,Paris,3,60
23/06/2015,Reuilly,Paris,4,63
24/11/2014,Vaugirard,Paris,3,66
28/03/2018,Temple,Paris,4,100
20/12/2017,Reuilly,Paris,5,75
07/05/2016,Luxembourg,Paris,4,200
13/06/2015,Batignolles-Monceau,Paris,4,60
24/05/2016,Enclos-St-Laurent,Paris,1,62
12/05/2018,Buttes-Chaumont,Paris,4,100
18/09/2018,Enclos-St-Laurent,Paris,3,25
28/08/2018,Batignolles-Monceau,Paris,4,107
13/01/2017,Passy,Paris,1,50
28/07/2014,Temple,Paris,4,80
30/06/2018,Buttes-Chaumont,Paris,2,49
04/05/2013,Reuilly,Paris,2,70
20/02/2015,Enclos-St-Laurent,Paris,2,100
08/12/2013,Popincourt,Paris,2,115
23/06/2015,Batignolles-Monceau,Paris,2,40
28/11/2016,Vaugirard,Paris,2,90
09/02/2020,Menilmontant,Paris,2,90
24/08/2018,Passy,Paris,2,140
28/03/2016,Elysee,Paris,2,65
26/12/2019,Vaugirard,Paris,2,45
24/08/2018,Elysee,Paris,2,140
29/03/2014,Buttes-Montmartre,Paris,2,60
26/03/2014,Buttes-Chaumont,Paris,2,40
18/07/2018,Buttes-Montmartre,Paris,2,80
25/04/2014,Louvre,Paris,2,120
25/04/2014,Louvre,Paris,2,90
26/10/2012,Passy,Paris,2,115
25/03/2015,Popincourt,Paris,2,85
27/01/2013,Buttes-Montmartre,Paris,2,70
10/02/2015,Buttes-Montmartre,Paris,2,70
05/08/2015,Popincourt,Paris,2,70
14/12/2018,Enclos-St-Laurent,Paris,2,97
25/09/2018,Menilmontant,Paris,2,45
16/07/2014,Menilmontant,Paris,2,43
17/11/2013,Observatoire,Paris,2,70
17/11/2013,Observatoire,Paris,2,70
20/04/2015,Passy,Paris,2,70
03/12/2015,Menilmontant,Paris,2,59
06/11/2015,Popincourt,Paris,2,70
06/03/2016,Palais-Bourbon,Paris,2,99
24/08/2018,Passy,Paris,2,140
17/03/2015,Enclos-St-Laurent,Paris,2,120
24/08/2018,Passy,Paris,2,140
16/12/2017,Enclos-St-Laurent,Paris,2,80
20/08/2015,Reuilly,Paris,2,51
10/08/2019,Batignolles-Monceau,Paris,2,70
08/10/2019,Menilmontant,Paris,2,125
04/05/2013,Elysee,Paris,2,200
04/03/2020,Gobelins,Paris,2,50
05/12/2017,Vaugirard,Paris,1,45
17/05/2013,Enclos-St-Laurent,Paris,4,95
10/12/2013,Observatoire,Paris,4,90
12/03/2015,Observatoire,Paris,3,78
17/11/2013,Enclos-St-Laurent,Paris,4,65
03/08/2015,Popincourt,Paris,4,140
20/11/2013,Enclos-St-Laurent,Paris,3,80
08/07/2012,Luxembourg,Paris,1,64
04/06/2019,Popincourt,Paris,7,67
05/06/2016,Buttes-Montmartre,Paris,4,189
20/11/2019,Buttes-Chaumont,Paris,3,50
10/05/2012,Batignolles-Monceau,Paris,4,110
04/07/2015,Observatoire,Paris,3,70
19/05/2015,Buttes-Chaumont,Paris,1,60
09/07/2017,Passy,Paris,3,220
16/07/2018,Vaugirard,Paris,2,45
08/06/2015,Pantheon,Paris,2,50
16/02/2015,Enclos-St-Laurent,Paris,2,30
07/12/2015,Opera,Paris,2,37
02/09/2019,Temple,Paris,2,50
30/07/2013,Buttes-Montmartre,Paris,2,150
13/05/2015,Passy,Paris,2,49
20/10/2017,Passy,Paris,2,40
21/08/2013,Popincourt,Paris,2,100
06/05/2013,Temple,Paris,2,120
05/04/2014,Popincourt,Paris,2,56
04/03/2015,Popincourt,Paris,2,52
13/10/2019,Reuilly,Paris,2,35
02/09/2019,Pantheon,Paris,2,380
19/05/2015,Buttes-Chaumont,Paris,2,80
04/07/2015,Observatoire,Paris,2,60
19/03/2015,Vaugirard,Paris,2,60
09/07/2017,Passy,Paris,2,150
10/03/2016,Passy,Paris,2,150
28/08/2018,Enclos-St-Laurent,Paris,2,180
11/06/2016,Buttes-Montmartre,Paris,2,70
12/07/2016,Palais-Bourbon,Paris,2,75
27/02/2015,Enclos-St-Laurent,Paris,2,100
04/10/2012,Enclos-St-Laurent,Paris,2,79
20/06/2016,Pantheon,Paris,2,100
02/05/2016,Elysee,Paris,2,180
08/03/2014,Popincourt,Paris,2,45
25/05/2013,Buttes-Chaumont,Paris,2,40
12/05/2016,Temple,Paris,6,123
03/08/2013,Temple,Paris,4,150
24/03/2015,Reuilly,Paris,4,100
13/09/2016,Buttes-Chaumont,Paris,4,70
09/04/2014,Opera,Paris,3,50
14/07/2014,Popincourt,Paris,4,50
09/05/2013,Gobelins,Paris,4,90
07/06/2015,Buttes-Chaumont,Paris,4,135
14/05/2014,Popincourt,Paris,3,75
21/12/2014,Observatoire,Paris,4,95
08/11/2013,Buttes-Chaumont,Paris,3,54
14/01/2016,Enclos-St-Laurent,Paris,1,23
15/03/2016,Popincourt,Paris,4,105
07/08/2013,Bourse,Paris,4,120
20/07/2016,Buttes-Montmartre,Paris,3,45
28/03/2012,Popincourt,Paris,3,65
28/03/2015,Menilmontant,Paris,4,95
24/03/2017,Popincourt,Paris,3,73
22/03/2013,Enclos-St-Laurent,Paris,4,91
15/01/2017,Batignolles-Monceau,Paris,1,139
20/07/2016,Buttes-Chaumont,Paris,1,40
20/04/2015,Batignolles-Monceau,Paris,4,80
15/08/2018,Palais-Bourbon,Paris,3,150
10/09/2014,Buttes-Montmartre,Paris,4,60
26/06/2011,Popincourt,Paris,4,75
05/06/2015,Gobelins,Paris,4,75
24/02/2019,Vaugirard,Paris,3,300
20/05/2015,Enclos-St-Laurent,Paris,4,85
05/11/2013,Passy,Paris,1,45
08/07/2015,Vaugirard,Paris,4,110
13/08/2019,Enclos-St-Laurent,Paris,4,110
14/06/2014,Passy,Paris,1,21
29/06/2016,Gobelins,Paris,3,45
31/07/2013,Vaugirard,Paris,4,100
21/09/2012,Batignolles-Monceau,Paris,4,150
29/03/2012,Batignolles-Monceau,Paris,4,75
24/05/2014,Temple,Paris,4,100
20/08/2011,Buttes-Chaumont,Paris,4,75
28/06/2015,Reuilly,Paris,4,90
12/02/2015,Reuilly,Paris,4,78
21/03/2016,Palais-Bourbon,Paris,3,120
24/03/2017,Vaugirard,Paris,1,79
04/07/2017,Popincourt,Paris,3,80
28/01/2017,Bourse,Paris,4,120
17/11/2019,Luxembourg,Paris,3,120
12/06/2015,Temple,Paris,2,105
08/03/2014,Reuilly,Paris,2,40
08/10/2015,Bourse,Paris,2,45
04/06/2014,Reuilly,Paris,2,58
09/05/2014,Vaugirard,Paris,2,70
25/05/2018,Gobelins,Paris,2,180
04/09/2017,Batignolles-Monceau,Paris,2,70
11/09/2014,Enclos-St-Laurent,Paris,2,90
07/06/2016,Vaugirard,Paris,2,65
04/07/2013,Opera,Paris,2,115
07/03/2014,Menilmontant,Paris,2,35
03/02/2015,Menilmontant,Paris,2,38
24/10/2017,Popincourt,Paris,2,60
15/06/2014,Buttes-Montmartre,Paris,2,42
08/08/2013,Buttes-Montmartre,Paris,2,75
13/09/2019,Enclos-St-Laurent,Paris,2,100
08/04/2015,Gobelins,Paris,2,69
20/08/2017,Reuilly,Paris,2,35
16/03/2014,Enclos-St-Laurent,Paris,2,106
20/03/2018,Reuilly,Paris,2,38
08/05/2016,Buttes-Montmartre,Paris,2,55
27/07/2015,Popincourt,Paris,2,65
01/05/2017,Enclos-St-Laurent,Paris,2,55
29/05/2018,Pantheon,Paris,2,60
01/04/2016,Buttes-Chaumont,Paris,2,75
04/10/2016,Menilmontant,Paris,2,25
30/05/2017,Observatoire,Paris,2,40
16/09/2015,Buttes-Chaumont,Paris,2,50
25/05/2013,Buttes-Chaumont,Paris,2,107
23/01/2019,Buttes-Chaumont,Paris,2,50
15/06/2015,Observatoire,Paris,2,80
01/07/2015,Observatoire,Paris,2,70
06/10/2018,Opera,Paris,2,33
10/04/2014,Buttes-Chaumont,Paris,2,45
10/07/2017,Reuilly,Paris,2,260
20/03/2018,Buttes-Montmartre,Paris,2,100
18/08/2014,Vaugirard,Paris,2,50
02/09/2013,Popincourt,Paris,2,60
15/02/2019,Batignolles-Monceau,Paris,2,68
23/02/2014,Batignolles-Monceau,Paris,2,105
05/10/2014,Buttes-Montmartre,Paris,2,75
01/08/2012,Elysee,Paris,2,190
03/06/2013,Buttes-Montmartre,Paris,2,35
16/06/2015,Buttes-Montmartre,Paris,2,69
23/09/2014,Popincourt,Paris,2,41
23/10/2014,Buttes-Montmartre,Paris,2,70
19/10/2012,Enclos-St-Laurent,Paris,2,159
19/03/2015,Buttes-Montmartre,Paris,2,40
17/12/2017,Popincourt,Paris,2,70
22/03/2018,Enclos-St-Laurent,Paris,2,69
19/03/2013,Batignolles-Monceau,Paris,2,110
22/11/2012,Opera,Paris,2,60
08/02/2019,Gobelins,Paris,2,30
21/05/2014,Popincourt,Paris,2,80
27/06/2017,Temple,Paris,2,135
21/06/2016,Gobelins,Paris,2,35
03/06/2015,Vaugirard,Paris,2,200
28/03/2015,Vaugirard,Paris,2,95
27/09/2012,Opera,Paris,2,82
03/07/2015,Buttes-Chaumont,Paris,2,30
12/08/2013,Menilmontant,Paris,2,50
08/10/2014,Gobelins,Paris,2,32
17/02/2016,Gobelins,Paris,2,70
19/01/2013,Palais-Bourbon,Paris,2,30
29/01/2019,Temple,Paris,3,50
04/07/2018,Batignolles-Monceau,Paris,4,52
10/10/2017,Pantheon,Paris,4,95
19/12/2015,Gobelins,Paris,1,45
02/07/2018,Menilmontant,Paris,3,70
26/06/2020,Buttes-Montmartre,Paris,4,80
01/04/2017,Opera,Paris,4,310
07/09/2015,Batignolles-Monceau,Paris,1,35
01/04/2017,Opera,Paris,4,420
16/04/2012,Louvre,Paris,3,125
14/11/2015,Bourse,Paris,5,89
21/04/2011,Enclos-St-Laurent,Paris,4,125
22/07/2019,Buttes-Montmartre,Paris,5,87
19/04/2014,Buttes-Montmartre,Paris,3,70
26/04/2016,Menilmontant,Paris,4,144
29/11/2018,Buttes-Montmartre,Paris,6,85
15/02/2016,Buttes-Montmartre,Paris,6,85
04/05/2013,Vaugirard,Paris,3,90
04/04/2013,Popincourt,Paris,4,77
27/06/2019,Opera,Paris,4,129
04/09/2015,Pantheon,Paris,5,140
24/06/2014,Popincourt,Paris,4,140
01/09/2018,Popincourt,Paris,4,119
19/03/2015,Popincourt,Paris,4,55
22/07/2019,Buttes-Montmartre,Paris,5,75
29/11/2018,Buttes-Montmartre,Paris,4,65
29/11/2018,Opera,Paris,4,83
29/11/2018,Opera,Paris,5,78
29/11/2018,Buttes-Montmartre,Paris,5,93
29/11/2018,Buttes-Montmartre,Paris,6,90
21/09/2014,Menilmontant,Paris,4,116
07/05/2013,Bourse,Paris,4,100
07/01/2017,Popincourt,Paris,1,30
22/01/2018,Vaugirard,Paris,6,260
21/12/2018,Opera,Paris,4,131
25/08/2013,Observatoire,Paris,1,95
08/05/2014,Luxembourg,Paris,1,39
08/05/2014,Luxembourg,Paris,1,38
13/02/2019,Luxembourg,Paris,4,270
10/09/2013,Passy,Paris,3,69
12/04/2016,Batignolles-Monceau,Paris,1,54
04/11/2019,Vaugirard,Paris,4,100
30/11/2012,Popincourt,Paris,2,155
10/08/2015,Observatoire,Paris,2,150
01/04/2017,Opera,Paris,2,263
25/07/2012,Buttes-Chaumont,Paris,2,115
30/10/2013,Opera,Paris,2,70
29/11/2020,Passy,Paris,2,36
09/12/2014,Reuilly,Paris,2,47
19/08/2011,Enclos-St-Laurent,Paris,2,95
09/11/2012,Bourse,Paris,2,70
12/05/2014,Buttes-Chaumont,Paris,2,150
14/05/2013,Vaugirard,Paris,2,60
07/02/2013,Buttes-Montmartre,Paris,2,60
03/07/2017,Batignolles-Monceau,Paris,2,50
30/11/2012,Enclos-St-Laurent,Paris,2,77
12/09/2012,Opera,Paris,2,80
24/07/2018,Buttes-Chaumont,Paris,2,60
15/05/2014,Enclos-St-Laurent,Paris,2,87
20/04/2016,Reuilly,Paris,2,90
18/04/2016,Buttes-Chaumont,Paris,2,48
24/04/2016,Buttes-Chaumont,Paris,2,75
01/02/2014,Popincourt,Paris,2,80
13/02/2014,Buttes-Montmartre,Paris,2,95
01/08/2015,Louvre,Paris,2,110
20/03/2016,Buttes-Montmartre,Paris,2,115
18/04/2014,Hotel-de-Ville,Paris,2,129
20/08/2013,Buttes-Montmartre,Paris,2,150
13/06/2013,Hotel-de-Ville,Paris,6,130
30/11/2013,Passy,Paris,3,110
24/06/2015,Enclos-St-Laurent,Paris,3,80
08/09/2013,Observatoire,Paris,3,59
29/05/2013,Vaugirard,Paris,4,95
03/03/2015,Passy,Paris,4,123
30/10/2017,Elysee,Paris,6,53
29/11/2012,Gobelins,Paris,4,123
13/05/2019,Pantheon,Paris,4,100
28/07/2012,Temple,Paris,4,195
26/12/2014,Gobelins,Paris,4,60
19/02/2014,Popincourt,Paris,4,90
19/10/2016,Palais-Bourbon,Paris,3,140
08/01/2017,Luxembourg,Paris,4,80
18/12/2014,Observatoire,Paris,4,160
26/02/2017,Vaugirard,Paris,1,50
23/08/2015,Vaugirard,Paris,3,229
21/11/2015,Observatoire,Paris,3,95
12/07/2018,Hotel-de-Ville,Paris,3,140
27/11/2014,Batignolles-Monceau,Paris,1,50
02/12/2018,Elysee,Paris,3,181
28/05/2013,Passy,Paris,4,299
12/01/2014,Menilmontant,Paris,1,75
05/03/2017,Buttes-Montmartre,Paris,4,83
25/04/2015,Opera,Paris,3,110
13/04/2016,Passy,Paris,4,150
16/05/2016,Pantheon,Paris,4,130
30/01/2015,Bourse,Paris,1,52
20/05/2019,Popincourt,Paris,4,120
22/04/2016,Buttes-Montmartre,Paris,4,85
27/06/2013,Pantheon,Paris,4,258
27/06/2013,Pantheon,Paris,4,258
18/05/2013,Hotel-de-Ville,Paris,4,180
25/11/2018,Opera,Paris,4,73
06/11/2017,Palais-Bourbon,Paris,4,79
02/12/2019,Opera,Paris,2,60
16/08/2016,Buttes-Montmartre,Paris,2,45
05/08/2016,Popincourt,Paris,2,150
13/12/2016,Menilmontant,Paris,2,70
10/01/2021,Luxembourg,Paris,2,48
27/03/2014,Batignolles-Monceau,Paris,2,104
10/11/2017,Passy,Paris,2,90
02/09/2014,Luxembourg,Paris,2,85
09/10/2013,Observatoire,Paris,2,105
09/06/2015,Menilmontant,Paris,2,65
09/04/2014,Opera,Paris,2,100
02/05/2016,Passy,Paris,2,44
24/06/2015,Enclos-St-Laurent,Paris,2,100
25/04/2017,Louvre,Paris,2,136
08/09/2014,Batignolles-Monceau,Paris,2,80
04/07/2017,Menilmontant,Paris,2,65
21/05/2014,Observatoire,Paris,2,100
05/08/2016,Popincourt,Paris,2,120
02/11/2015,Passy,Paris,1,26
25/01/2014,Bourse,Paris,1,50
24/04/2013,Temple,Paris,4,70
24/04/2013,Temple,Paris,1,70
24/04/2013,Observatoire,Paris,4,30
29/09/2019,Palais-Bourbon,Paris,1,55
12/06/2019,Temple,Paris,3,40
25/04/2014,Luxembourg,Paris,4,126
30/05/2015,Pantheon,Paris,6,85
17/02/2011,Batignolles-Monceau,Paris,1,35
25/09/2019,Opera,Paris,4,120
20/11/2015,Reuilly,Paris,4,75
28/01/2014,Gobelins,Paris,4,80
05/02/2016,Elysee,Paris,1,60
08/07/2016,Vaugirard,Paris,1,45
25/04/2014,Elysee,Paris,4,126
25/04/2014,Vaugirard,Paris,3,114
30/04/2014,Buttes-Montmartre,Paris,3,75
12/06/2012,Bourse,Paris,4,110
03/01/2013,Louvre,Paris,6,128
20/02/2016,Reuilly,Paris,1,43
15/06/2014,Temple,Paris,4,81
18/07/2016,Buttes-Montmartre,Paris,3,100
25/04/2014,Luxembourg,Paris,3,297
26/05/2015,Buttes-Montmartre,Paris,4,80
02/03/2013,Observatoire,Paris,3,88
15/04/2012,Hotel-de-Ville,Paris,3,90
12/12/2019,Buttes-Chaumont,Paris,4,100
17/06/2012,Menilmontant,Paris,3,110
01/04/2014,Menilmontant,Paris,3,140
28/11/2009,Pantheon,Paris,3,176
22/01/2018,Buttes-Montmartre,Paris,1,28
11/08/2019,Buttes-Chaumont,Paris,4,65
17/01/2012,Popincourt,Paris,3,180
30/06/2013,Palais-Bourbon,Paris,3,115
27/10/2013,Pantheon,Paris,4,110
27/12/2014,Menilmontant,Paris,3,113
26/11/2014,Opera,Paris,4,110
13/12/2015,Menilmontant,Paris,5,59
21/11/2014,Bourse,Paris,4,250
25/03/2017,Menilmontant,Paris,5,110
12/01/2013,Buttes-Chaumont,Paris,3,40
24/04/2013,Buttes-Chaumont,Paris,1,24
21/06/2011,Buttes-Montmartre,Paris,1,25
21/06/2011,Buttes-Montmartre,Paris,1,25
10/09/2013,Passy,Paris,1,35
10/09/2013,Passy,Paris,1,30
24/04/2013,Temple,Paris,1,76
30/04/2015,Buttes-Chaumont,Paris,1,28
24/04/2013,Temple,Paris,1,76
24/04/2013,Buttes-Chaumont,Paris,1,24
20/11/2014,Popincourt,Paris,4,100
03/11/2015,Menilmontant,Paris,5,160
10/03/2015,Enclos-St-Laurent,Paris,3,65
20/10/2013,Temple,Paris,5,110
28/12/2012,Popincourt,Paris,4,89
09/01/2015,Hotel-de-Ville,Paris,6,119
27/03/2015,Popincourt,Paris,4,67
07/02/2012,Enclos-St-Laurent,Paris,4,46
17/08/2014,Vaugirard,Paris,4,105
08/08/2011,Temple,Paris,5,100
13/05/2016,Pantheon,Paris,4,200
11/12/2016,Vaugirard,Paris,3,89
19/03/2015,Popincourt,Paris,3,42
17/02/2014,Hotel-de-Ville,Paris,3,161
09/06/2013,Hotel-de-Ville,Paris,4,159
02/12/2015,Gobelins,Paris,1,40
06/07/2013,Popincourt,Paris,4,110
04/10/2014,Batignolles-Monceau,Paris,3,130
11/05/2015,Buttes-Chaumont,Paris,4,85
01/07/2014,Popincourt,Paris,4,220
16/02/2015,Popincourt,Paris,4,125
05/09/2015,Enclos-St-Laurent,Paris,4,175
09/07/2016,Louvre,Paris,3,70
16/12/2016,Reuilly,Paris,4,110
07/04/2012,Bourse,Paris,3,70
14/05/2019,Luxembourg,Paris,1,45
09/10/2009,Popincourt,Paris,3,75
30/09/2013,Vaugirard,Paris,2,50
18/05/2017,Popincourt,Paris,2,75
18/05/2017,Temple,Paris,2,250
07/07/2014,Enclos-St-Laurent,Paris,2,65
26/06/2017,Bourse,Paris,2,201
26/09/2020,Luxembourg,Paris,2,51
09/04/2016,Buttes-Chaumont,Paris,2,50
18/05/2017,Reuilly,Paris,2,250
18/05/2017,Popincourt,Paris,2,250
09/04/2012,Temple,Paris,2,130
04/10/2013,Buttes-Chaumont,Paris,2,74
14/09/2013,Luxembourg,Paris,2,155
23/02/2014,Popincourt,Paris,2,350
18/05/2017,Menilmontant,Paris,2,101
14/02/2019,Batignolles-Monceau,Paris,2,96
06/11/2012,Observatoire,Paris,2,100
26/11/2012,Bourse,Paris,2,129
21/10/2015,Opera,Paris,2,220
17/12/2012,Batignolles-Monceau,Paris,2,95
03/06/2015,Opera,Paris,2,100
07/05/2011,Enclos-St-Laurent,Paris,2,75
14/10/2013,Menilmontant,Paris,2,65
27/04/2012,Palais-Bourbon,Paris,2,330
25/04/2014,Luxembourg,Paris,2,160
28/05/2015,Buttes-Montmartre,Paris,2,55
29/04/2012,Buttes-Chaumont,Paris,2,80
22/08/2013,Buttes-Montmartre,Paris,2,70
09/09/2015,Menilmontant,Paris,2,70
15/12/2015,Popincourt,Paris,2,37
02/07/2018,Vaugirard,Paris,2,140
29/10/2012,Observatoire,Paris,2,85
13/03/2016,Passy,Paris,2,85
20/04/2014,Buttes-Chaumont,Paris,2,70
28/09/2018,Batignolles-Monceau,Paris,2,38
11/09/2012,Buttes-Montmartre,Paris,2,40
01/03/2012,Louvre,Paris,2,179
22/01/2016,Buttes-Chaumont,Paris,2,115
18/05/2017,Palais-Bourbon,Paris,2,70
02/01/2015,Bourse,Paris,2,127
27/10/2015,Pantheon,Paris,2,38
01/02/2019,Luxembourg,Paris,2,504
12/06/2015,Batignolles-Monceau,Paris,2,120
24/02/2013,Buttes-Chaumont,Paris,2,62
28/11/2013,Menilmontant,Paris,2,75
18/05/2017,Menilmontant,Paris,2,95
29/11/2020,Passy,Paris,2,44
29/11/2020,Passy,Paris,2,40
29/11/2020,Passy,Paris,2,45
30/03/2016,Enclos-St-Laurent,Paris,2,75
24/04/2013,Buttes-Chaumont,Paris,2,38
07/06/2015,Reuilly,Paris,2,64
24/04/2013,Temple,Paris,2,99
02/12/2015,Gobelins,Paris,2,50
02/12/2015,Gobelins,Paris,2,50
15/06/2018,Vaugirard,Paris,2,80
15/06/2018,Vaugirard,Paris,2,100
12/08/2020,Pantheon,Paris,2,49
13/12/2016,Hotel-de-Ville,Paris,2,99
05/10/2018,Opera,Paris,2,99
10/03/2016,Menilmontant,Paris,2,85
02/10/2015,Enclos-St-Laurent,Paris,2,94
02/10/2015,Enclos-St-Laurent,Paris,2,94
11/11/2011,Batignolles-Monceau,Paris,2,93
10/03/2016,Menilmontant,Paris,2,85
02/03/2013,Enclos-St-Laurent,Paris,2,40
06/01/2015,Reuilly,Paris,2,56
12/08/2012,Louvre,Paris,2,245
11/08/2015,Popincourt,Paris,2,120
26/11/2016,Hotel-de-Ville,Paris,2,264
12/08/2012,Louvre,Paris,2,230
07/01/2015,Gobelins,Paris,2,89
05/05/2014,Opera,Paris,2,90
07/03/2016,Batignolles-Monceau,Paris,2,110
10/06/2014,Buttes-Montmartre,Paris,2,65
10/02/2018,Elysee,Paris,2,120
29/04/2014,Menilmontant,Paris,3,75
07/03/2018,Gobelins,Paris,4,65
16/04/2019,Elysee,Paris,2,80
07/03/2018,Buttes-Montmartre,Paris,2,50
13/07/2018,Buttes-Montmartre,Paris,4,46
25/05/2017,Hotel-de-Ville,Paris,2,97
04/11/2015,Palais-Bourbon,Paris,4,190
11/12/2019,Batignolles-Monceau,Paris,2,49
22/01/2014,Buttes-Chaumont,Paris,2,90
03/11/2014,Reuilly,Paris,4,40
14/06/2019,Bourse,Paris,4,50
12/05/2014,Reuilly,Paris,2,30
22/07/2013,Temple,Paris,4,160
24/07/2016,Passy,Paris,2,170
05/01/2013,Popincourt,Paris,4,80
24/09/2015,Enclos-St-Laurent,Paris,4,425
23/11/2017,Observatoire,Paris,1,25
19/01/2017,Enclos-St-Laurent,Paris,2,95
21/07/2017,Batignolles-Monceau,Paris,2,80
18/07/2017,Batignolles-Monceau,Paris,2,80
19/05/2014,Popincourt,Paris,2,40
12/02/2016,Buttes-Montmartre,Paris,2,50
29/11/2013,Enclos-St-Laurent,Paris,4,95
13/02/2014,Opera,Paris,4,135
24/07/2012,Elysee,Paris,4,150
18/01/2017,Buttes-Montmartre,Paris,3,60
20/07/2013,Popincourt,Paris,4,105
10/08/2015,Gobelins,Paris,3,88
14/12/2020,Palais-Bourbon,Paris,4,90
30/07/2011,Buttes-Chaumont,Paris,1,55
21/01/2019,Pantheon,Paris,2,115
21/01/2019,Pantheon,Paris,2,125
25/01/2018,Passy,Paris,2,78
21/06/2015,Vaugirard,Paris,2,114
25/06/2010,Pantheon,Paris,3,137
10/04/2012,Bourse,Paris,4,67
14/06/2019,Bourse,Paris,4,60
26/12/2015,Buttes-Montmartre,Paris,1,25
27/01/2020,Luxembourg,Paris,3,135
27/01/2020,Palais-Bourbon,Paris,3,200
27/01/2020,Vaugirard,Paris,4,150
27/01/2020,Enclos-St-Laurent,Paris,3,150
27/01/2020,Opera,Paris,3,150
11/03/2019,Opera,Paris,1,45
28/11/2016,Opera,Paris,2,60
10/08/2012,Enclos-St-Laurent,Paris,2,160
23/01/2014,Batignolles-Monceau,Paris,2,62
04/02/2016,Buttes-Montmartre,Paris,4,69
30/09/2019,Popincourt,Paris,3,120
19/03/2014,Buttes-Chaumont,Paris,4,45
08/11/2015,Passy,Paris,3,180
24/11/2014,Reuilly,Paris,2,74
10/02/2017,Popincourt,Paris,2,52
10/02/2017,Popincourt,Paris,4,90
05/07/2015,Menilmontant,Paris,2,30
10/02/2017,Popincourt,Paris,2,60
30/10/2013,Popincourt,Paris,2,75
14/12/2016,Menilmontant,Paris,5,45
27/04/2010,Buttes-Chaumont,Paris,2,97
17/12/2011,Buttes-Montmartre,Paris,4,100
06/07/2014,Bourse,Paris,2,185
16/06/2014,Reuilly,Paris,1,29
05/01/2015,Reuilly,Paris,2,95
20/02/2015,Temple,Paris,3,130
01/12/2012,Enclos-St-Laurent,Paris,2,90
08/06/2015,Menilmontant,Paris,2,60
20/11/2015,Popincourt,Paris,4,95
29/06/2016,Reuilly,Paris,2,90
26/07/2015,Buttes-Montmartre,Paris,2,52
02/01/2015,Enclos-St-Laurent,Paris,4,136
19/06/2013,Vaugirard,Paris,2,99
03/07/2016,Buttes-Montmartre,Paris,2,45
13/03/2016,Popincourt,Paris,4,85
22/01/2019,Temple,Paris,2,106
10/07/2019,Buttes-Montmartre,Paris,2,60
11/07/2013,Bourse,Paris,2,79
02/04/2017,Vaugirard,Paris,2,81
06/12/2019,Elysee,Paris,4,105
29/03/2013,Buttes-Montmartre,Paris,2,180
12/09/2014,Temple,Paris,4,120
30/06/2014,Batignolles-Monceau,Paris,4,53
30/08/2014,Vaugirard,Paris,4,100
30/08/2014,Vaugirard,Paris,4,80
31/05/2015,Hotel-de-Ville,Paris,3,205
28/06/2015,Passy,Paris,4,130
31/01/2014,Popincourt,Paris,4,150
01/02/2016,Louvre,Paris,4,120
