host_since,neighbourhood,city,accommodates,price
08/04/2015,Buttes-Chaumont,Paris,4,52
10/06/2014,Palais-Bourbon,Paris,4,80
21/12/2015,Palais-Bourbon,Paris,4,75
07/03/2015,Pantheon,Paris,4,75
06/04/2013,Popincourt,Paris,4,80
13/11/2012,Enclos-St-Laurent,Paris,4,70
04/04/2015,Menilmontant,Paris,4,60
16/09/2015,Buttes-Montmartre,Paris,4,140
24/10/2013,Popincourt,Paris,4,75
18/02/2015,Menilmontant,Paris,4,60
31/01/2016,Bourse,Paris,4,100
09/04/2015,Menilmontant,Paris,4,106
15/04/2016,Vaugirard,Paris,4,65
14/04/2016,Buttes-Montmartre,Paris,4,60
27/04/2016,Opera,Paris,4,104
06/01/2015,Vaugirard,Paris,4,85
08/05/2016,Vaugirard,Paris,4,120
05/08/2014,Hotel-de-Ville,Paris,4,65
05/12/2014,Palais-Bourbon,Paris,4,210
09/06/2015,Batignolles-Monceau,Paris,4,80
18/05/2015,Menilmontant,Paris,4,66
06/07/2016,Passy,Paris,4,140
01/02/2015,Popincourt,Paris,4,60
24/01/2013,Observatoire,Paris,4,45
31/07/2013,Buttes-Montmartre,Paris,4,125
23/07/2014,Reuilly,Paris,4,100
29/08/2016,Batignolles-Monceau,Paris,4,130
05/09/2016,Hotel-de-Ville,Paris,4,130
01/05/2013,Vaugirard,Paris,4,110
19/10/2013,Vaugirard,Paris,4,110
14/12/2016,Buttes-Montmartre,Paris,4,90
21/03/2015,Batignolles-Monceau,Paris,4,90
31/03/2013,Gobelins,Paris,4,80
04/11/2013,Menilmontant,Paris,4,75
13/11/2012,Temple,Paris,4,130
28/05/2014,Buttes-Montmartre,Paris,4,60
23/11/2014,Elysee,Paris,4,120
03/05/2016,Batignolles-Monceau,Paris,4,85
27/11/2013,Menilmontant,Paris,4,72
23/04/2016,Temple,Paris,4,75
28/12/2015,Buttes-Chaumont,Paris,4,76
15/09/2013,Enclos-St-Laurent,Paris,4,91
13/11/2014,Buttes-Chaumont,Paris,4,60
20/07/2016,Buttes-Montmartre,Paris,4,40
20/07/2012,Popincourt,Paris,4,96
25/01/2015,Popincourt,Paris,4,60
09/04/2016,Buttes-Chaumont,Paris,4,90
28/01/2014,Menilmontant,Paris,4,40
15/02/2014,Reuilly,Paris,4,89
07/11/2013,Batignolles-Monceau,Paris,4,110
27/06/2015,Batignolles-Monceau,Paris,4,60
11/10/2017,Buttes-Montmartre,Paris,4,50
26/06/2016,Batignolles-Monceau,Paris,4,139
28/10/2014,Buttes-Montmartre,Paris,4,42
26/01/2014,Passy,Paris,4,110
05/02/2016,Buttes-Montmartre,Paris,4,60
30/01/2015,Enclos-St-Laurent,Paris,4,95
21/04/2013,Menilmontant,Paris,4,90
17/07/2012,Vaugirard,Paris,4,150
24/02/2015,Vaugirard,Paris,4,110
04/11/2014,Popincourt,Paris,4,200
21/07/2014,Buttes-Montmartre,Paris,4,85
23/04/2014,Menilmontant,Paris,4,100
28/12/2014,Buttes-Montmartre,Paris,4,55
02/12/2014,Hotel-de-Ville,Paris,4,120
28/03/2018,Gobelins,Paris,4,60
30/07/2015,Buttes-Montmartre,Paris,4,80
29/06/2015,Palais-Bourbon,Paris,4,135
26/06/2013,Menilmontant,Paris,4,90
01/06/2014,Vaugirard,Paris,4,69
09/06/2016,Buttes-Chaumont,Paris,4,80
10/04/2013,Palais-Bourbon,Paris,4,125
06/10/2016,Batignolles-Monceau,Paris,4,115
13/05/2015,Passy,Paris,4,250
09/12/2014,Observatoire,Paris,4,485
19/08/2015,Batignolles-Monceau,Paris,4,100
29/09/2010,Buttes-Chaumont,Paris,4,85
08/08/2013,Menilmontant,Paris,4,110
14/07/2014,Buttes-Montmartre,Paris,4,200
18/10/2015,Reuilly,Paris,4,80
27/11/2018,Observatoire,Paris,4,80
11/03/2014,Bourse,Paris,4,190
04/07/2015,Bourse,Paris,4,120
28/07/2013,Popincourt,Paris,4,55
15/07/2012,Popincourt,Paris,4,120
21/12/2013,Buttes-Montmartre,Paris,4,100
10/03/2014,Gobelins,Paris,4,79
13/10/2019,Buttes-Montmartre,Paris,4,100
22/07/2012,Passy,Paris,4,99
05/09/2015,Buttes-Montmartre,Paris,4,55
29/01/2020,Reuilly,Paris,4,105
22/02/2012,Popincourt,Paris,3,93
16/11/2012,Enclos-St-Laurent,Paris,3,50
04/01/2013,Pantheon,Paris,3,195
10/02/2013,Temple,Paris,3,85
09/07/2013,Temple,Paris,3,220
14/11/2013,Vaugirard,Paris,3,79
05/01/2014,Menilmontant,Paris,3,85
21/04/2014,Observatoire,Paris,3,30
04/05/2014,Vaugirard,Paris,3,60
18/11/2011,Buttes-Montmartre,Paris,3,60
11/05/2014,Buttes-Chaumont,Paris,3,44
04/09/2013,Popincourt,Paris,3,70
07/07/2012,Popincourt,Paris,3,80
25/06/2014,Buttes-Montmartre,Paris,3,53
02/07/2014,Enclos-St-Laurent,Paris,3,60
01/07/2012,Enclos-St-Laurent,Paris,3,95
04/07/2013,Buttes-Montmartre,Paris,3,58
27/07/2013,Enclos-St-Laurent,Paris,3,40
06/03/2013,Passy,Paris,3,150
13/10/2014,Batignolles-Monceau,Paris,3,70
08/11/2011,Menilmontant,Paris,3,50
02/07/2013,Batignolles-Monceau,Paris,3,59
04/01/2015,Menilmontant,Paris,3,78
21/09/2013,Batignolles-Monceau,Paris,3,39
31/07/2013,Buttes-Chaumont,Paris,3,40
18/02/2012,Pantheon,Paris,3,110
23/02/2015,Reuilly,Paris,3,99
03/06/2014,Passy,Paris,3,65
10/03/2015,Enclos-St-Laurent,Paris,3,85
01/09/2012,Popincourt,Paris,3,50
12/04/2015,Popincourt,Paris,3,62
04/05/2015,Palais-Bourbon,Paris,3,100
10/05/2015,Buttes-Chaumont,Paris,3,100
10/04/2015,Menilmontant,Paris,3,80
14/07/2012,Buttes-Montmartre,Paris,3,55
09/07/2012,Observatoire,Paris,3,62
19/02/2013,Batignolles-Monceau,Paris,3,78
11/05/2015,Gobelins,Paris,3,50
16/06/2015,Menilmontant,Paris,3,60
19/06/2014,Buttes-Chaumont,Paris,3,40
06/05/2015,Pantheon,Paris,3,100
19/06/2015,Vaugirard,Paris,3,80
05/06/2013,Popincourt,Paris,3,75
23/06/2015,Buttes-Chaumont,Paris,3,60
30/12/2014,Batignolles-Monceau,Paris,3,90
12/05/2015,Vaugirard,Paris,3,95
16/07/2013,Batignolles-Monceau,Paris,3,70
05/06/2012,Vaugirard,Paris,3,120
05/07/2015,Opera,Paris,3,50
09/07/2015,Reuilly,Paris,3,45
05/03/2014,Popincourt,Paris,3,70
24/01/2015,Pantheon,Paris,3,60
23/07/2015,Vaugirard,Paris,3,80
16/08/2015,Buttes-Montmartre,Paris,3,40
02/09/2015,Palais-Bourbon,Paris,3,95
06/09/2015,Opera,Paris,3,65
28/08/2013,Vaugirard,Paris,3,70
17/03/2014,Buttes-Chaumont,Paris,3,37
17/05/2015,Batignolles-Monceau,Paris,3,70
06/07/2013,Buttes-Chaumont,Paris,3,115
03/09/2012,Gobelins,Paris,3,65
24/07/2014,Batignolles-Monceau,Paris,3,60
10/12/2015,Passy,Paris,3,80
24/06/2015,Buttes-Montmartre,Paris,3,50
29/07/2014,Buttes-Chaumont,Paris,3,50
07/11/2015,Enclos-St-Laurent,Paris,3,59
14/12/2015,Observatoire,Paris,3,60
23/04/2016,Vaugirard,Paris,3,50
30/07/2012,Passy,Paris,3,171
12/11/2014,Enclos-St-Laurent,Paris,3,60
21/03/2014,Buttes-Montmartre,Paris,3,180
28/02/2016,Popincourt,Paris,3,90
02/11/2014,Menilmontant,Paris,3,60
17/04/2015,Passy,Paris,3,127
03/04/2016,Buttes-Chaumont,Paris,3,60
07/06/2016,Reuilly,Paris,3,65
13/02/2014,Gobelins,Paris,3,50
14/06/2016,Popincourt,Paris,3,175
07/01/2015,Buttes-Montmartre,Paris,3,35
14/07/2015,Buttes-Montmartre,Paris,3,100
27/06/2014,Menilmontant,Paris,3,65
13/07/2016,Pantheon,Paris,3,75
27/04/2014,Palais-Bourbon,Paris,3,57
11/05/2016,Vaugirard,Paris,3,100
30/04/2014,Temple,Paris,3,120
23/08/2013,Observatoire,Paris,3,50
05/04/2016,Temple,Paris,3,69
14/11/2012,Temple,Paris,3,110
16/12/2015,Buttes-Montmartre,Paris,3,55
07/12/2016,Temple,Paris,3,65
16/12/2016,Buttes-Montmartre,Paris,3,50
17/05/2015,Buttes-Montmartre,Paris,3,180
20/02/2017,Popincourt,Paris,3,110
03/09/2013,Buttes-Montmartre,Paris,3,95
03/04/2017,Pantheon,Paris,3,100
08/06/2011,Vaugirard,Paris,3,195
29/04/2017,Popincourt,Paris,3,250
05/05/2017,Buttes-Chaumont,Paris,3,80
15/05/2017,Batignolles-Monceau,Paris,3,60
04/05/2014,Buttes-Chaumont,Paris,3,70
27/02/2017,Luxembourg,Paris,3,180
14/06/2017,Batignolles-Monceau,Paris,3,85
20/06/2017,Buttes-Chaumont,Paris,3,49
11/02/2016,Vaugirard,Paris,3,79
09/06/2015,Reuilly,Paris,3,48
18/08/2013,Palais-Bourbon,Paris,3,90
26/10/2015,Menilmontant,Paris,3,50
19/12/2013,Menilmontant,Paris,3,70
03/06/2015,Popincourt,Paris,3,90
13/12/2013,Buttes-Montmartre,Paris,3,81
06/05/2015,Buttes-Montmartre,Paris,3,95
11/07/2017,Batignolles-Monceau,Paris,3,60
11/05/2016,Vaugirard,Paris,3,45
11/09/2014,Reuilly,Paris,3,65
09/02/2015,Buttes-Chaumont,Paris,3,55
13/02/2015,Buttes-Montmartre,Paris,3,44
11/07/2014,Temple,Paris,3,109
09/05/2016,Reuilly,Paris,3,100
30/09/2017,Vaugirard,Paris,3,100
22/02/2014,Buttes-Montmartre,Paris,3,45
31/05/2014,Luxembourg,Paris,3,240
17/12/2013,Buttes-Chaumont,Paris,3,65
20/07/2013,Buttes-Montmartre,Paris,3,80
13/12/2017,Bourse,Paris,3,60
30/03/2017,Buttes-Chaumont,Paris,3,50
30/05/2015,Menilmontant,Paris,3,69
25/07/2015,Buttes-Montmartre,Paris,3,100
15/06/2012,Menilmontant,Paris,3,72
21/05/2018,Buttes-Chaumont,Paris,3,45
15/04/2014,Reuilly,Paris,3,85
17/06/2014,Pantheon,Paris,3,89
18/03/2016,Buttes-Montmartre,Paris,3,52
05/08/2012,Gobelins,Paris,3,70
06/04/2017,Hotel-de-Ville,Paris,3,72
10/05/2011,Batignolles-Monceau,Paris,3,90
22/08/2018,Observatoire,Paris,3,200
27/04/2016,Buttes-Montmartre,Paris,3,79
09/04/2017,Menilmontant,Paris,3,62
19/04/2018,Opera,Paris,3,99
04/03/2016,Temple,Paris,3,75
26/12/2014,Vaugirard,Paris,3,79
20/05/2014,Buttes-Chaumont,Paris,3,80
16/07/2015,Buttes-Chaumont,Paris,3,60
07/08/2018,Popincourt,Paris,3,90
13/08/2012,Popincourt,Paris,3,80
11/03/2019,Menilmontant,Paris,3,75
05/08/2015,Buttes-Chaumont,Paris,3,85
19/05/2016,Luxembourg,Paris,3,110
26/01/2016,Buttes-Montmartre,Paris,3,75
16/12/2018,Hotel-de-Ville,Paris,3,69
29/04/2016,Enclos-St-Laurent,Paris,3,180
09/09/2016,Popincourt,Paris,3,120
20/12/2012,Vaugirard,Paris,3,150
20/11/2013,Popincourt,Paris,3,90
29/10/2017,Hotel-de-Ville,Paris,3,120
29/09/2014,Hotel-de-Ville,Paris,3,180
12/09/2016,Reuilly,Paris,3,92
29/04/2018,Popincourt,Paris,3,170
06/01/2019,Bourse,Paris,3,90
21/05/2015,Menilmontant,Paris,3,60
30/03/2015,Observatoire,Paris,3,60
14/02/2014,Vaugirard,Paris,3,75
17/07/2016,Vaugirard,Paris,3,100
16/07/2019,Bourse,Paris,3,80
17/07/2014,Pantheon,Paris,3,150
01/04/2015,Buttes-Montmartre,Paris,3,55
22/08/2019,Buttes-Montmartre,Paris,3,80
01/03/2016,Observatoire,Paris,3,66
02/12/2019,Vaugirard,Paris,3,112
31/03/2014,Bourse,Paris,3,160
22/04/2014,Batignolles-Monceau,Paris,3,82
08/07/2013,Observatoire,Paris,3,50
24/02/2014,Reuilly,Paris,3,150
17/07/2013,Batignolles-Monceau,Paris,3,50
13/07/2014,Buttes-Chaumont,Paris,3,70
14/01/2015,Buttes-Chaumont,Paris,3,600
18/02/2015,Buttes-Montmartre,Paris,3,95
16/04/2013,Passy,Paris,3,67
24/09/2012,Reuilly,Paris,3,60
11/02/2013,Vaugirard,Paris,3,95
22/04/2012,Buttes-Montmartre,Paris,3,60
25/05/2015,Buttes-Chaumont,Paris,3,42
14/11/2015,Vaugirard,Paris,3,90
24/11/2013,Buttes-Montmartre,Paris,3,75
14/07/2014,Observatoire,Paris,3,65
30/12/2015,Buttes-Montmartre,Paris,3,64
04/06/2014,Observatoire,Paris,3,68
29/08/2015,Passy,Paris,3,100
17/03/2016,Popincourt,Paris,3,50
12/03/2014,Popincourt,Paris,3,50
11/01/2015,Batignolles-Monceau,Paris,3,95
26/06/2015,Popincourt,Paris,3,60
10/06/2014,Opera,Paris,3,63
31/03/2013,Buttes-Chaumont,Paris,3,42
05/05/2017,Observatoire,Paris,3,49
23/06/2012,Opera,Paris,3,43
05/08/2012,Popincourt,Paris,3,50
14/06/2015,Buttes-Chaumont,Paris,3,37
06/05/2017,Popincourt,Paris,3,87
21/05/2016,Luxembourg,Paris,3,90
02/08/2013,Buttes-Montmartre,Paris,3,65
23/01/2018,Bourse,Paris,3,129
22/10/2012,Buttes-Montmartre,Paris,3,47
26/06/2015,Temple,Paris,3,75
02/07/2016,Batignolles-Monceau,Paris,3,110
01/10/2013,Menilmontant,Paris,3,90
27/10/2014,Batignolles-Monceau,Paris,3,50
25/05/2016,Palais-Bourbon,Paris,3,130
05/07/2017,Batignolles-Monceau,Paris,3,92
01/08/2016,Vaugirard,Paris,3,170
07/03/2014,Buttes-Montmartre,Paris,3,80
21/04/2019,Menilmontant,Paris,3,100
10/03/2013,Menilmontant,Paris,3,65
22/02/2018,Popincourt,Paris,3,75
19/05/2015,Enclos-St-Laurent,Paris,3,100
24/02/2014,Vaugirard,Paris,3,89
08/01/2014,Luxembourg,Paris,3,150
07/12/2013,Enclos-St-Laurent,Paris,3,75
10/07/2013,Popincourt,Paris,3,50
25/07/2013,Buttes-Chaumont,Paris,3,55
29/11/2013,Buttes-Montmartre,Paris,3,64
07/04/2014,Popincourt,Paris,3,70
17/04/2014,Vaugirard,Paris,3,75
18/05/2013,Menilmontant,Paris,3,56
10/07/2014,Buttes-Montmartre,Paris,3,68
10/07/2013,Menilmontant,Paris,3,39
14/05/2013,Enclos-St-Laurent,Paris,3,100
08/12/2014,Buttes-Montmartre,Paris,3,40
02/05/2014,Luxembourg,Paris,3,220
29/03/2015,Enclos-St-Laurent,Paris,3,80
02/05/2015,Vaugirard,Paris,3,70
10/05/2013,Hotel-de-Ville,Paris,3,99
19/03/2013,Vaugirard,Paris,3,80
04/02/2013,Observatoire,Paris,3,45
01/05/2014,Buttes-Montmartre,Paris,3,60
08/06/2013,Buttes-Montmartre,Paris,3,65
17/07/2014,Elysee,Paris,3,195
05/04/2014,Buttes-Montmartre,Paris,3,69
01/07/2015,Popincourt,Paris,3,75
15/07/2015,Pantheon,Paris,3,135
01/05/2012,Menilmontant,Paris,3,70
10/09/2015,Vaugirard,Paris,3,100
10/07/2015,Enclos-St-Laurent,Paris,3,60
14/10/2015,Vaugirard,Paris,3,75
04/05/2014,Buttes-Montmartre,Paris,3,80
11/01/2016,Buttes-Montmartre,Paris,3,50
31/07/2014,Opera,Paris,3,62
14/12/2015,Temple,Paris,3,110
17/02/2014,Buttes-Montmartre,Paris,3,60
26/07/2015,Opera,Paris,3,70
09/04/2014,Luxembourg,Paris,3,98
03/09/2015,Batignolles-Monceau,Paris,3,67
30/03/2016,Louvre,Paris,3,90
04/01/2015,Gobelins,Paris,3,59
09/10/2016,Pantheon,Paris,3,50
16/12/2016,Vaugirard,Paris,3,119
16/11/2013,Popincourt,Paris,3,55
23/03/2014,Popincourt,Paris,3,60
18/01/2014,Popincourt,Paris,3,59
10/12/2015,Louvre,Paris,3,109
21/05/2015,Menilmontant,Paris,3,52
19/09/2013,Popincourt,Paris,3,60
29/06/2017,Buttes-Montmartre,Paris,3,75
03/03/2016,Buttes-Chaumont,Paris,3,50
13/01/2012,Batignolles-Monceau,Paris,3,60
19/03/2013,Reuilly,Paris,3,100
03/08/2014,Observatoire,Paris,3,90
18/11/2014,Buttes-Montmartre,Paris,3,80
02/09/2014,Observatoire,Paris,3,30
03/08/2014,Passy,Paris,3,109
02/01/2018,Vaugirard,Paris,3,88
30/05/2015,Buttes-Chaumont,Paris,3,75
09/10/2013,Gobelins,Paris,3,90
07/12/2014,Popincourt,Paris,3,90
13/07/2016,Buttes-Montmartre,Paris,3,65
07/10/2013,Reuilly,Paris,3,70
02/02/2016,Menilmontant,Paris,3,70
06/03/2018,Observatoire,Paris,3,95
31/03/2016,Hotel-de-Ville,Paris,3,88
29/09/2014,Buttes-Montmartre,Paris,3,70
15/04/2014,Buttes-Montmartre,Paris,3,60
21/02/2016,Popincourt,Paris,3,100
21/04/2014,Buttes-Montmartre,Paris,3,91
30/09/2018,Buttes-Montmartre,Paris,3,60
24/08/2016,Gobelins,Paris,3,79
15/04/2016,Palais-Bourbon,Paris,3,145
12/05/2013,Buttes-Chaumont,Paris,3,65
13/07/2016,Menilmontant,Paris,3,70
31/01/2013,Temple,Paris,3,127
15/06/2013,Pantheon,Paris,3,50
28/04/2014,Elysee,Paris,3,77
27/06/2015,Buttes-Montmartre,Paris,3,69
11/07/2015,Passy,Paris,3,100
05/08/2012,Opera,Paris,3,80
11/03/2014,Buttes-Montmartre,Paris,3,89
11/07/2016,Enclos-St-Laurent,Paris,3,55
28/06/2016,Buttes-Montmartre,Paris,3,70
12/12/2016,Temple,Paris,3,43
02/07/2011,Buttes-Montmartre,Paris,3,50
06/08/2013,Batignolles-Monceau,Paris,3,49
25/04/2015,Bourse,Paris,3,66
19/01/2014,Buttes-Montmartre,Paris,3,49
12/06/2018,Vaugirard,Paris,3,60
03/06/2015,Popincourt,Paris,3,75
05/12/2015,Popincourt,Paris,3,60
05/07/2015,Palais-Bourbon,Paris,3,70
09/06/2016,Vaugirard,Paris,3,53
09/06/2012,Batignolles-Monceau,Paris,3,65
12/03/2013,Hotel-de-Ville,Paris,3,100
21/07/2013,Enclos-St-Laurent,Paris,3,70
16/01/2014,Batignolles-Monceau,Paris,3,59
22/02/2014,Observatoire,Paris,3,99
09/05/2014,Passy,Paris,3,65
26/06/2014,Observatoire,Paris,3,99
21/12/2013,Enclos-St-Laurent,Paris,3,60
24/07/2014,Menilmontant,Paris,3,40
10/03/2013,Gobelins,Paris,3,60
14/09/2014,Gobelins,Paris,3,70
21/02/2015,Hotel-de-Ville,Paris,3,70
15/10/2014,Buttes-Montmartre,Paris,3,100
31/05/2011,Opera,Paris,3,65
16/06/2015,Pantheon,Paris,3,90
02/05/2015,Buttes-Montmartre,Paris,3,56
30/11/2014,Buttes-Chaumont,Paris,3,55
06/07/2015,Batignolles-Monceau,Paris,3,59
05/04/2015,Popincourt,Paris,3,65
13/07/2015,Enclos-St-Laurent,Paris,3,58
02/10/2013,Pantheon,Paris,3,70
10/10/2013,Batignolles-Monceau,Paris,3,94
09/09/2015,Popincourt,Paris,3,45
20/06/2014,Buttes-Chaumont,Paris,3,65
29/10/2015,Vaugirard,Paris,3,59
02/11/2015,Batignolles-Monceau,Paris,3,80
27/11/2015,Vaugirard,Paris,3,69
17/12/2015,Opera,Paris,3,60
28/04/2014,Enclos-St-Laurent,Paris,3,70
13/02/2016,Vaugirard,Paris,3,118
15/12/2012,Enclos-St-Laurent,Paris,3,60
14/02/2016,Luxembourg,Paris,3,75
13/10/2013,Vaugirard,Paris,3,80
22/11/2014,Batignolles-Monceau,Paris,3,63
26/11/2014,Enclos-St-Laurent,Paris,3,50
02/08/2014,Buttes-Montmartre,Paris,3,60
19/12/2014,Gobelins,Paris,3,40
08/06/2016,Batignolles-Monceau,Paris,3,50
30/10/2015,Passy,Paris,3,75
07/05/2015,Popincourt,Paris,3,23
29/05/2013,Enclos-St-Laurent,Paris,3,70
21/10/2013,Batignolles-Monceau,Paris,3,55
15/07/2014,Opera,Paris,3,65
14/10/2015,Pantheon,Paris,3,89
14/03/2014,Batignolles-Monceau,Paris,3,70
15/03/2015,Elysee,Paris,3,143
01/06/2016,Elysee,Paris,3,110
10/05/2017,Buttes-Montmartre,Paris,3,90
13/07/2017,Buttes-Chaumont,Paris,3,45
04/04/2017,Elysee,Paris,3,52
01/05/2017,Vaugirard,Paris,3,140
20/05/2016,Batignolles-Monceau,Paris,3,100
25/11/2017,Buttes-Chaumont,Paris,3,120
11/01/2018,Buttes-Chaumont,Paris,3,45
23/10/2012,Hotel-de-Ville,Paris,3,100
03/02/2015,Observatoire,Paris,3,120
09/04/2018,Batignolles-Monceau,Paris,3,75
02/08/2018,Menilmontant,Paris,3,50
05/10/2016,Pantheon,Paris,3,95
30/05/2013,Buttes-Montmartre,Paris,3,30
11/10/2018,Gobelins,Paris,3,78
22/01/2019,Reuilly,Paris,3,74
28/01/2019,Reuilly,Paris,3,84
04/07/2019,Louvre,Paris,3,99
05/07/2019,Buttes-Montmartre,Paris,3,92
24/03/2016,Popincourt,Paris,3,95
04/09/2019,Popincourt,Paris,3,112
30/10/2019,Batignolles-Monceau,Paris,3,90
13/10/2015,Buttes-Chaumont,Paris,3,60
03/02/2020,Enclos-St-Laurent,Paris,3,90
09/09/2014,Enclos-St-Laurent,Paris,3,85
17/03/2014,Menilmontant,Paris,3,50
21/12/2015,Vaugirard,Paris,3,75
12/06/2016,Menilmontant,Paris,3,250
13/07/2013,Buttes-Montmartre,Paris,3,50
27/09/2016,Hotel-de-Ville,Paris,3,171
09/11/2014,Popincourt,Paris,3,70
19/05/2015,Hotel-de-Ville,Paris,3,100
17/09/2019,Buttes-Chaumont,Paris,3,80
17/11/2013,Buttes-Chaumont,Paris,3,50
18/02/2013,Reuilly,Paris,3,70
10/03/2014,Enclos-St-Laurent,Paris,3,70
07/04/2014,Popincourt,Paris,3,80
02/06/2014,Buttes-Montmartre,Paris,3,200
26/06/2014,Gobelins,Paris,3,72
04/05/2014,Buttes-Chaumont,Paris,3,60
11/07/2014,Vaugirard,Paris,3,80
05/06/2014,Buttes-Montmartre,Paris,3,90
01/11/2013,Batignolles-Monceau,Paris,3,90
10/06/2014,Buttes-Chaumont,Paris,3,75
15/12/2014,Vaugirard,Paris,3,95
16/05/2013,Buttes-Montmartre,Paris,3,80
28/09/2012,Enclos-St-Laurent,Paris,3,54
08/08/2014,Buttes-Chaumont,Paris,3,110
21/05/2013,Opera,Paris,3,90
20/05/2010,Buttes-Chaumont,Paris,3,75
26/02/2012,Popincourt,Paris,3,100
11/04/2014,Gobelins,Paris,3,100
26/04/2015,Reuilly,Paris,3,65
26/10/2014,Buttes-Montmartre,Paris,3,55
06/04/2015,Enclos-St-Laurent,Paris,3,75
26/03/2013,Batignolles-Monceau,Paris,3,70
25/10/2014,Gobelins,Paris,3,90
26/09/2014,Popincourt,Paris,3,50
02/11/2014,Vaugirard,Paris,3,65
29/10/2014,Batignolles-Monceau,Paris,3,100
24/06/2015,Buttes-Montmartre,Paris,3,89
29/06/2015,Buttes-Montmartre,Paris,3,80
29/06/2015,Opera,Paris,3,66
03/02/2014,Popincourt,Paris,3,80
19/06/2015,Gobelins,Paris,3,75
19/10/2013,Menilmontant,Paris,3,60
25/04/2013,Buttes-Chaumont,Paris,3,50
04/03/2015,Buttes-Montmartre,Paris,3,110
17/02/2015,Batignolles-Monceau,Paris,3,80
07/07/2015,Menilmontant,Paris,3,60
21/05/2015,Bourse,Paris,3,80
08/07/2015,Pantheon,Paris,3,120
31/03/2014,Enclos-St-Laurent,Paris,3,97
14/07/2015,Observatoire,Paris,3,100
22/07/2015,Palais-Bourbon,Paris,3,99
03/01/2014,Popincourt,Paris,3,54
10/07/2015,Buttes-Chaumont,Paris,3,95
27/07/2015,Buttes-Chaumont,Paris,3,40
08/08/2011,Bourse,Paris,3,94
03/08/2015,Opera,Paris,3,75
06/08/2015,Buttes-Montmartre,Paris,3,25
11/03/2014,Buttes-Montmartre,Paris,3,100
15/04/2014,Luxembourg,Paris,3,90
20/05/2014,Buttes-Montmartre,Paris,3,100
12/02/2015,Louvre,Paris,3,150
29/09/2014,Buttes-Montmartre,Paris,3,75
06/12/2015,Popincourt,Paris,3,50
14/12/2015,Menilmontant,Paris,3,69
27/02/2015,Elysee,Paris,3,100
01/05/2014,Batignolles-Monceau,Paris,3,30
11/05/2015,Pantheon,Paris,3,85
07/06/2015,Enclos-St-Laurent,Paris,3,45
03/04/2012,Temple,Paris,3,100
31/03/2015,Vaugirard,Paris,3,57
19/03/2016,Popincourt,Paris,3,55
09/02/2013,Gobelins,Paris,3,60
31/03/2016,Enclos-St-Laurent,Paris,3,60
29/02/2012,Opera,Paris,3,90
19/04/2016,Batignolles-Monceau,Paris,3,60
26/12/2011,Buttes-Montmartre,Paris,3,95
17/10/2013,Menilmontant,Paris,3,79
25/05/2016,Popincourt,Paris,3,150
06/06/2016,Buttes-Montmartre,Paris,3,33
05/06/2013,Reuilly,Paris,3,60
25/06/2016,Buttes-Montmartre,Paris,3,40
02/04/2015,Menilmontant,Paris,3,75
31/05/2016,Buttes-Chaumont,Paris,3,70
14/07/2016,Buttes-Chaumont,Paris,3,65
23/03/2017,Luxembourg,Paris,3,75
08/03/2014,Batignolles-Monceau,Paris,3,68
24/11/2014,Temple,Paris,3,150
20/07/2019,Temple,Paris,3,100
03/08/2016,Batignolles-Monceau,Paris,3,57
13/06/2017,Buttes-Chaumont,Paris,3,106
24/02/2020,Gobelins,Paris,3,102
23/03/2020,Observatoire,Paris,3,75
10/06/2020,Batignolles-Monceau,Paris,3,78
15/06/2013,Buttes-Montmartre,Paris,3,65
07/07/2013,Buttes-Chaumont,Paris,3,49
13/02/2014,Passy,Paris,3,55
14/05/2014,Buttes-Montmartre,Paris,3,80
03/02/2013,Reuilly,Paris,3,90
26/10/2014,Reuilly,Paris,3,60
15/11/2014,Buttes-Chaumont,Paris,3,65
01/12/2014,Observatoire,Paris,3,60
10/12/2014,Gobelins,Paris,3,75
11/07/2013,Enclos-St-Laurent,Paris,3,93
09/02/2012,Opera,Paris,3,100
12/02/2015,Passy,Paris,3,100
04/02/2015,Observatoire,Paris,3,70
28/03/2015,Batignolles-Monceau,Paris,3,55
24/02/2014,Batignolles-Monceau,Paris,3,90
31/05/2015,Popincourt,Paris,3,79
11/09/2014,Passy,Paris,3,100
05/07/2015,Batignolles-Monceau,Paris,3,43
19/02/2015,Enclos-St-Laurent,Paris,3,89
29/06/2015,Bourse,Paris,3,100
04/08/2015,Gobelins,Paris,3,90
14/09/2015,Popincourt,Paris,3,100
12/10/2015,Batignolles-Monceau,Paris,3,99
25/03/2014,Popincourt,Paris,3,140
17/03/2015,Gobelins,Paris,3,75
16/02/2016,Popincourt,Paris,3,75
28/04/2013,Pantheon,Paris,3,164
19/05/2016,Reuilly,Paris,3,149
26/05/2016,Passy,Paris,3,60
29/01/2015,Buttes-Montmartre,Paris,3,54
18/06/2016,Vaugirard,Paris,3,55
08/07/2016,Reuilly,Paris,3,45
10/05/2015,Temple,Paris,3,75
03/03/2016,Popincourt,Paris,3,58
28/02/2016,Observatoire,Paris,3,60
04/02/2013,Buttes-Chaumont,Paris,3,111
04/11/2015,Opera,Paris,3,87
18/08/2013,Enclos-St-Laurent,Paris,3,50
15/01/2014,Reuilly,Paris,3,50
01/07/2013,Elysee,Paris,3,140
13/05/2017,Menilmontant,Paris,3,115
02/07/2015,Buttes-Chaumont,Paris,3,60
